TaskId,Name,Description,DifficaltyLvl,TypeId
787,mauris,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,90.41,5
788,non sodales sed tincidunt,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,63.9,10
789,metus arcu,sapien quis libero nullam sit amet turpis elementum,11.84,6
790,sed ante vivamus,suscipit ligula in lacus curabitur at,14.49,8
791,laoreet ut rhoncus aliquet,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,83.43,4
792,sit amet eleifend pede,felis donec semper sapien a libero nam dui proin,18.13,6
793,nam dui proin leo,eget tempus vel pede morbi porttitor lorem id ligula suspendisse,13.45,7
794,dapibus at diam nam tristique,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,21.68,8
795,curae nulla dapibus dolor,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,16.89,5
796,semper rutrum nulla nunc,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,67.12,4
797,tellus,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,51.23,6
798,lacinia aenean sit amet justo,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,35.03,7
799,vel augue,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,19.68,5
800,fusce lacus purus,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,45.34,9
801,blandit lacinia erat,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,37.6,7
802,ut at dolor quis,augue a suscipit nulla elit ac nulla sed vel,8.74,3
803,dictumst aliquam augue,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,68.73,7
804,justo maecenas rhoncus aliquam lacus,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,81.96,4
805,lacus,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,32.87,5
806,non mattis pulvinar nulla,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,4.89,6
807,in libero ut massa,vitae,45.04,6
808,magna bibendum imperdiet nullam orci,sit,46.92,9
809,semper,nulla pede ullamcorper augue,27.25,3
810,turpis elementum ligula,sem fusce consequat,51.42,9
811,sit amet erat,pulvinar lobortis est phasellus sit amet erat,67.46,1
812,in faucibus orci,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,50.55,6
813,est phasellus,at,15.47,9
814,penatibus et magnis,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,96.86,4
815,non mi,natoque,79.44,10
816,sed nisl nunc rhoncus dui,ut ultrices vel augue vestibulum ante ipsum primis,71.97,8
817,nisl,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,74.39,8
818,hendrerit,porttitor pede justo eu massa donec dapibus duis at velit,55.45,3
819,magnis dis parturient,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,56.44,4
820,enim,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,5.95,10
821,quam,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,99.7,6
822,in faucibus orci,pellentesque ultrices mattis odio donec vitae nisi nam,89.83,2
823,fermentum justo nec,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,57.82,1
824,felis fusce posuere felis sed,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,64.92,4
825,rhoncus sed vestibulum sit amet,justo nec condimentum neque sapien placerat ante,96.11,9
826,justo nec condimentum neque sapien,lacus curabitur at ipsum ac tellus,86.35,3
827,volutpat in,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,97.73,10
828,rhoncus mauris enim,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,36.28,3
829,nulla sed,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,39.73,7
830,pharetra magna,condimentum curabitur in libero ut massa volutpat convallis,80.22,3
831,vel ipsum praesent blandit,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,82.45,2
832,faucibus orci luctus et ultrices,id,90.18,6
833,in tempus sit amet sem,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,42.11,8
834,ante vestibulum ante,ut erat id,13.58,7
835,eget vulputate ut,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,28.69,6
836,sit amet sapien,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,78.45,2
837,viverra,vestibulum quam sapien varius ut blandit non,19.28,3
838,nulla,in magna bibendum imperdiet nullam orci pede,50.35,6
839,est,amet,18.13,3
840,nulla ut,praesent blandit,20.75,5
841,non,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,54.17,5
842,sit,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,71.22,5
843,nulla ac enim,hac habitasse platea,40.45,5
844,nisi volutpat eleifend donec ut,semper est quam,79.74,2
845,est lacinia nisi,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,41.68,9
846,erat eros viverra eget,eget vulputate ut ultrices vel augue,85.75,4
847,nibh ligula nec,et,52.23,7
848,vivamus metus arcu adipiscing molestie,mollis molestie lorem quisque ut erat curabitur,36.62,8
849,tempus,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,34.04,5
850,nec nisi volutpat eleifend donec,imperdiet nullam orci,20.2,1
851,interdum mauris ullamcorper purus sit,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,90.07,4
852,orci nullam molestie,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,31.29,9
853,sit amet eros,at turpis a pede posuere nonummy integer non velit donec diam neque,39.47,6
854,quam a odio in hac,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,50.16,4
855,augue a suscipit nulla,vel ipsum praesent blandit lacinia erat vestibulum,27.14,5
856,eros,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,85.89,3
857,consequat morbi,pharetra magna ac consequat metus,44.54,3
858,hac habitasse platea dictumst morbi,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,91.37,8
859,nec molestie sed justo,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,53.03,5
860,amet cursus,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,40.5,8
861,vel nisl duis ac nibh,lectus pellentesque at nulla,38.29,4
862,porttitor pede,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,24.73,10
863,integer a nibh,in faucibus orci luctus et ultrices posuere,99.41,9
864,lacus,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,38.46,9
865,dolor vel,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,24.92,2
866,ante ipsum primis in,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,37.03,10
867,mattis nibh ligula nec sem,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,79.02,4
868,arcu,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,70.63,1
869,tortor,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,64.99,1
870,lacinia aenean,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,84.27,10
871,mauris enim leo rhoncus sed,est et tempus,28.94,6
872,gravida sem praesent id,magnis dis parturient montes nascetur ridiculus,87.45,5
873,quis turpis sed ante vivamus,pharetra magna ac consequat metus sapien ut nunc vestibulum ante,75.42,10
874,mauris,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,88.95,6
875,duis,sed magna at nunc commodo placerat praesent blandit nam nulla,66.36,6
876,vel est donec odio,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,9.51,3
877,vestibulum,consequat ut nulla,71.25,2
878,sapien a libero nam dui,pharetra magna ac consequat metus,58.39,8
879,viverra eget congue eget semper,rhoncus mauris enim leo rhoncus sed,39.76,6
880,mi nulla ac,a feugiat et eros vestibulum ac est lacinia,55.99,4
881,fusce lacus purus aliquet,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,92.13,7
882,lacus at,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,19.16,5
883,sit,ullamcorper augue a suscipit nulla elit,70.37,2
884,eleifend quam,cubilia curae,4.7,3
885,at,vestibulum sed magna at,62.42,10
886,erat eros viverra eget,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,98.44,9
887,primis in faucibus orci,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,5.53,6
888,hac habitasse platea dictumst,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,77.72,3
889,quis,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,27.55,10
890,eget tincidunt eget,pharetra magna ac consequat metus sapien ut,62.81,2
891,ante vivamus tortor,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,34.66,5
892,maecenas,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,3.42,4
893,odio,semper rutrum nulla nunc purus phasellus in felis donec semper,98.78,1
894,fringilla,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,54.75,5
895,molestie hendrerit,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,45.66,5
896,tincidunt in,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,94.88,2
897,sem sed sagittis nam congue,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,95.94,3
898,aliquet at feugiat,et,80.26,1
899,pharetra magna,blandit nam,86.46,8
900,phasellus in,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,6.64,7
901,in porttitor pede justo,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,78.34,9
902,tellus nulla ut erat,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,89.09,6
903,nulla sed vel enim,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,60.24,9
904,vel,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,56.61,5
905,purus sit,praesent id massa id nisl venenatis lacinia aenean sit amet justo,72.78,4
906,mattis nibh ligula,nulla sed accumsan felis,57.28,9
907,in faucibus,quis turpis,35.0,6
908,amet cursus id turpis,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,39.81,8
909,sapien in sapien,primis in faucibus orci luctus et ultrices,67.76,10
910,at nulla suspendisse,convallis,39.19,4
911,montes nascetur ridiculus,adipiscing molestie,7.45,9
912,nisl aenean lectus,posuere nonummy integer non velit donec,75.52,8
913,nisl duis,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,43.19,10
914,feugiat et eros,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,68.71,5
915,primis,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,6.12,8
916,consequat,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,48.71,8
917,duis aliquam,velit vivamus vel nulla eget eros elementum pellentesque quisque porta,81.62,6
918,duis aliquam,vestibulum proin eu mi nulla ac,90.05,6
919,mus vivamus,quam pharetra magna ac consequat metus sapien,42.56,8
920,aliquet ultrices erat tortor sollicitudin,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,18.71,8
921,posuere metus vitae,eget nunc donec quis orci,12.88,1
922,velit vivamus,massa donec dapibus duis at velit eu est congue elementum in hac habitasse,31.33,7
923,nibh in lectus,rutrum nulla nunc purus phasellus in,77.83,2
924,imperdiet et commodo vulputate,nec euismod scelerisque quam turpis adipiscing lorem vitae,18.63,8
925,varius,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,69.84,8
926,ultrices,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,74.88,6
927,nulla integer,nascetur ridiculus mus etiam,41.89,9
928,et commodo vulputate justo in,consectetuer adipiscing elit proin interdum mauris non,49.11,7
929,ante,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,61.31,6
930,id nisl venenatis,ultricies eu nibh quisque id justo sit amet,10.37,3
931,lacus purus aliquet,pede ac diam,97.1,4
932,vehicula condimentum curabitur in,sed lacus morbi sem mauris laoreet,57.44,8
933,donec semper,venenatis lacinia aenean,29.7,5
934,elementum pellentesque,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,87.52,3
935,morbi vel,eget nunc donec quis orci,22.4,1
936,diam in magna,ligula pellentesque ultrices phasellus id sapien in sapien iaculis,45.78,1
937,convallis nunc proin at,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,4.49,4
938,mi sit amet lobortis,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,51.68,7
939,varius,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,12.61,3
940,aliquam sit,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,24.58,1
941,est lacinia,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,76.26,9
942,at velit eu,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,47.29,1
943,metus aenean,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,8.52,7
944,sit,massa donec dapibus duis at velit eu est congue,72.88,10
945,felis sed interdum venenatis turpis,massa id nisl venenatis lacinia aenean sit amet justo,4.37,6
946,lobortis,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,4.81,10
947,nam,consequat lectus in est risus auctor sed tristique in,89.19,8
948,mauris,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,66.77,4
949,proin leo odio porttitor,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,22.28,5
950,donec dapibus duis,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,66.85,10
951,a odio,enim leo rhoncus sed vestibulum sit amet,22.5,8
952,fusce congue diam id,quisque porta volutpat erat quisque,25.77,9
953,eu massa donec dapibus duis,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,87.7,9
954,eget rutrum,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,53.43,7
955,ultrices posuere,sit amet turpis elementum ligula vehicula consequat,49.18,6
956,id lobortis convallis,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,30.2,6
957,metus vitae ipsum aliquam non,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,98.76,10
958,mauris vulputate elementum,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,92.34,7
959,aliquet at feugiat non,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,3.29,7
960,aliquet ultrices erat tortor,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,1.43,3
961,ac nulla sed vel enim,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,52.53,3
962,ligula in lacus,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,84.82,5
963,nulla mollis molestie lorem quisque,tristique in tempus sit amet sem fusce,89.63,1
964,nullam varius,mauris lacinia sapien quis,74.27,1
965,adipiscing elit proin interdum mauris,mus,9.31,7
966,proin eu mi nulla,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,10.55,2
967,dictumst morbi vestibulum velit,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,94.9,6
968,scelerisque quam turpis adipiscing lorem,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,92.22,9
969,erat quisque,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,33.92,10
970,mattis,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,90.66,7
971,nulla pede ullamcorper augue,aliquet at feugiat non pretium quis lectus suspendisse potenti in,7.95,8
972,gravida,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,40.68,5
973,quisque arcu,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,58.67,1
974,augue aliquam erat volutpat,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,17.7,1
975,in,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,52.75,3
976,sed vel enim,eu mi nulla ac,88.88,9
977,neque duis bibendum morbi non,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,12.95,1
978,amet nunc viverra dapibus nulla,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,71.31,2
979,velit eu est,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,15.19,3
980,sapien non,condimentum,23.27,6
981,magna ac,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,97.87,8
982,viverra,mi nulla ac enim in tempor,62.03,2
983,purus aliquet at feugiat non,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,55.43,8
984,placerat ante,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,28.82,4
985,justo,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,94.18,2
986,consequat lectus in,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,18.11,5
987,enim lorem ipsum,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,70.81,5
988,pede ullamcorper augue a,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,90.77,1
989,pede justo lacinia eget tincidunt,a nibh in quis justo maecenas,93.94,3
990,nulla justo aliquam,fusce posuere felis sed lacus morbi,51.15,8
991,ipsum,ut ultrices vel augue vestibulum ante ipsum primis,98.87,10
992,maecenas rhoncus aliquam lacus morbi,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,56.45,2
993,ultrices posuere cubilia curae,phasellus sit amet erat nulla,6.45,5
994,nulla tellus,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,7.45,2
995,parturient montes nascetur,orci vehicula condimentum curabitur in libero,91.91,9
996,id,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,21.41,3
997,eu mi,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,27.26,10
998,consectetuer adipiscing elit proin interdum,sed,31.13,7
999,quam sapien varius ut blandit,sed magna at nunc,8.58,10
1000,in purus eu magna vulputate,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,19.44,10
1001,lacus morbi sem,in faucibus orci luctus,7.36,10
1002,integer,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,13.62,5
1003,vestibulum quam sapien varius ut,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,75.89,2
1004,vestibulum sed magna,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,49.6,7
1005,tellus in,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,77.14,8
1006,laoreet ut rhoncus aliquet pulvinar,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,54.82,1
1007,et ultrices,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,32.1,2
1008,leo odio porttitor id,accumsan tellus nisi eu orci,35.75,6
1009,in sagittis dui vel nisl,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,50.91,7
1010,placerat ante nulla,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,56.6,1
